2 0
2 0
2 0
2 0
2.2 0.2
2.16667 0.166667
2.57143 0.428571
2.875 0.47949
3.11111 0.484322
2.9 0.481894
2.81818 0.443502
2.91667 0.416667
3.15385 0.450728
3.07143 0.425354
3.06667 0.396012
3.25 0.41332
3.17647 0.395148
3.16667 0.372678
3.10526 0.357826
3.05 0.343932
3.09524 0.330258
3.22727 0.34145
3.34783 0.347826
3.29167 0.33772
3.4 0.341565
3.34615 0.332553
3.2963 0.32386
3.25 0.315495
3.24138 0.304543
3.2 0.297113
3.16129 0.289964
3.09375 0.288766
3.09091 0.279893
3.14706 0.277281
3.11429 0.271229
3.08333 0.265399
3.05405 0.259781
3 0.258566
3.02564 0.253151
3 0.248069
2.97561 0.24317
3.04762 0.247994
3.02326 0.243381
3.06818 0.241992
3.04444 0.237741
3.04348 0.232517
3.02128 0.228597
3 0.224793
3 0.220158
3.04 0.219387
3.07843 0.218449
3.05769 0.215209
3.03774 0.21205
3.01852 0.208972
3 0.205971
2.96429 0.205389
2.94737 0.202461
2.98276 0.202063
2.9661 0.199306
2.95 0.196617
2.93443 0.193993
2.98387 0.19714
2.95238 0.196525
2.92188 0.19582
2.90769 0.193305
2.89394 0.19085
2.89552 0.187986
2.88235 0.185669
2.88406 0.182966
2.91429 0.182849
2.88732 0.182261
2.875 0.180134
2.86301 0.178053
2.85135 0.176017
2.84 0.174025
2.86842 0.174056
2.88312 0.172408
2.89744 0.170785
2.98734 0.191081
3 0.189102
2.98765 0.18716
2.9878 0.184864
3.07229 0.201218
3.05952 0.199218
3.03529 0.198345
3.05814 0.197352
3.06897 0.195371
3.05682 0.19352
3.06742 0.191626
3.05556 0.189856
3.04396 0.188116
3.02174 0.187382
3.04301 0.186572
3.04255 0.184577
3.04211 0.182625
3.0625 0.18186
3.04124 0.181227
3.03061 0.179682
3.0202 0.178162
3.05 0.178871
