0.879663 0.763163 -8.66266 -5031.93 
-0.836972 2.98722 11.6091 2.79095 
13.1039 -3.94199 -22.1685 95.3326 
-1.0505 1.61636 22.735 -178.455 
-2.14778 -1.22783 -21.044 63.1068 
1.33336 8.97154 -25.192 -34.1668 
1.54592 -1.42112 -14.5734 18.766 
0.101628 15.0158 -46.0373 95.5275 
-0.344326 -4.12261 -79.6733 125.785 
-0.657588 1.08703 -4.93598 -82.5916 
-0.546851 0.736005 -6.67604 48.2209 
-4.32288 2.43123 36.2826 179.817 
0.778735 0.811869 4.94158 74.7169 
-0.342544 -1.76639 -4.52626 -125.928 
2.25331 1.99743 11.8974 -89.0025 
-1.21413 -2.73026 -7.57905 -5.12522 
-1.53026 -0.452966 -6.56758 -16.4126 
1.46958 -15.0243 -66.8708 -1170.29 
-0.19076 -1.03058 1.41665 -12.192 
-0.426504 -1.35976 14.2064 252.881 
0.192127 -3.07412 19.6022 110.669 
-0.277166 -0.0335611 -24.2034 153.539 
-2.33265 -0.150492 -1.89838 -6.96131 
1.23784 1.09739 8.12474 385.94 
-0.0399615 -0.590282 5.68669 107.161 
-0.0235015 -3.04167 -18.8537 -66.8831 
-0.565146 2.86857 -2.55075 -55.1089 
-0.136746 25.9115 -10.1884 28.5047 
-0.743883 -0.866121 -12.9567 -296.755 
-0.671334 -2.82535 -6.23779 82.8541 
-2.31929 -1.08815 2.11096 -131.613 
11.529 5.16161 1.3854 53.6848 
1.46495 0.908804 3.21544 84.6698 
0.235477 -2.7239 68.2507 -125.829 
0.965664 0.901415 -0.0667254 72.1071 
-3.14368 2.53961 7.05855 186.29 
0.720996 -3.94584 -13.8356 321.691 
-4.12943 9.71967 15.2781 -142.061 
-2.62361 34.7022 9.54173 91.0198 
-41.2868 3.82223 2.18342 3.8487 
107.399 0.260337 1.36368 132.392 
-0.961621 -1.98021 14.8902 14199.7 
-0.462558 -0.173806 6.59341 224.824 
-3.34192 -10.8848 146.749 119.159 
2.65544 2.40963 -1.98878 111.274 
0.125761 -0.161996 -61.2583 -180.342 
-5.71669 -2.99708 7.88305 -100.398 
1.29706 -0.980478 -4.15112 162.698 
1.76298 0.308187 -2.95094 278.746 
17.8509 0.771581 2.6467 -32.798 
0.26159 3.24513 -0.226725 -50.5888 
0.138986 4.12913 -41.8665 -54.2822 
-0.3981 -1.66992 77.5175 93.2482 
-8.41201 -5.57809 1.31471 -232.522 
-0.543327 0.398914 -12.4778 134.526 
2.91932 0.17715 22.6991 -20.9101 
0.351598 3.76748 -35.7662 -980.486 
-2.30651 0.466828 0.794857 2.82479 
0.386051 1.55232 12.1376 47.6131 
0.328408 -0.975908 -501.461 -39.3168 
-0.831896 -8.38658 29.0648 1533.11 
1.50451 0.102249 13.1444 231.92 
-61.488 -0.234327 10.296 -4.51735 
-0.9903 -0.643722 -8.99502 1846.11 
3.20404 -0.532083 1.58376 -129.51 
1.0664 -17.5571 -691.361 59.2987 
9.23558 46.2725 -71.4843 115.916 
1.35404 -7.98776 -2.81725 -299.035 
-1.92714 -1.05628 -13.9746 17.9398 
0.534968 -6.4891 14.8706 -17.5599 
0.209429 -0.0524758 12.0209 388.719 
-1.05318 -2.20717 -1.68111 -68.0262 
0.438796 -2.09483 0.866577 216.786 
0.666534 1.21038 9.39578 -387.976 
-0.233757 -1.77468 -8.22846 -80.2332 
1.85375 -58.2677 -3.32611 -12.903 
0.502607 -1.28516 2.83848 -1962.67 
-4.63648 -1.82787 -7.59695 -10.771 
-0.111117 87.5658 -2.3798 78.286 
-46.8982 -5.18509 -6.42189 497.4 
0.957471 -12.7316 -17.8251 2.84084 
0.590608 46.1606 -14.6686 29.9768 
0.642255 0.536975 256.189 -125.116 
0.862123 1.75019 15.9632 -77.2858 
-2.54988 -34.7756 21.669 264.846 
3.93985 -1.82436 -26.254 -43.4398 
-1.12415 -29.193 6.17154 -354.663 
-1.19535 -3.80346 12.0562 -19.5997 
0.869946 -6.31446 17.7522 -109.403 
1.52107 -0.46174 -102.249 -22.2588 
0.337212 -9.79992 6.3728 113.818 
-0.551433 -2.39087 -2.69135 176.209 
1.2495 12.2442 4.59969 22.6306 
-5.34 3.36624 -3.45429 -2353.32 
-1.37736 -3.49978 5.09898 -128.729 
-0.67756 -1.87832 12.7334 -616.851 
-0.397282 -0.357154 1.08789 -18.4177 
-0.248792 1.20959 -22.6542 1.46412 
-2.5286 6.17693 9.26616 116.204 
-0.186737 -0.303279 -12.4342 -165.284 
-1.86828 -0.24111 12.8458 -115.35 
0.135624 1.99349 -16.2261 36.8661 
0.713807 23.8422 13.9419 63.0475 
